time,peak_mw,min_mw,avg_mw
2013-06-16,37108.144402951504,28270.354623305982,32932.10676939601
2013-06-17,42192.07376732602,30973.833666799917,38544.83962887461
2013-06-18,42675.17069948985,32047.360320475767,39020.832597553665
2013-06-19,42328.1262624041,32258.868582067797,38877.37457179995
2013-06-20,41923.07126387587,32171.071406727744,38310.66299561935
2013-06-21,41382.95985583937,30376.700929090977,37676.05329987916
2013-06-22,34966.9762250215,28270.354623305982,32683.95019320596
2013-06-23,34945.70431506596,28261.90617276194,32611.197774751778
2013-06-24,41319.96886654778,30160.285346847617,37369.053520763526
2013-06-25,41332.46562816917,29847.580731321483,37341.80557334738
2013-06-26,41319.96886654778,29906.10304314846,37261.00431895371
2013-06-27,40597.39103123939,29847.580731321483,36984.111092917614
2013-06-28,40506.61016838974,29847.580731321483,36925.6109607483
2013-06-29,34398.556339242656,27753.728902557956,32089.018191572013
2013-06-30,34987.07156601267,27753.728902557956,32493.145642528343
2013-07-01,43808.09466676618,29971.597953964192,38779.35790501118
2013-07-02,44284.991194717855,30466.524544569627,39060.2882095083
2013-07-03,42900.83434225302,30598.78003456274,38434.83776046562
2013-07-04,44103.40205381937,30430.45299626247,39048.8577849046
2013-07-05,44814.74879586803,30529.364750265788,39630.28523077269
2013-07-06,37027.04795920845,28603.46757001381,34372.027945613045
2013-07-07,37410.88359357955,28747.628110246245,34381.14130992861
2013-07-08,44753.26564253076,30871.449320901804,39713.34662083955
2013-07-09,44617.21314745267,30787.727871838273,39719.36083015734
2013-07-10,44617.21314745267,30725.552484721975,39570.80167352483
2013-07-11,44753.26564253076,30725.552484721975,39795.04105861449
2013-07-12,44405.50384106674,30725.552484721975,39501.06340391267
2013-07-13,36795.611132420185,28494.213432123834,34077.40746160569
2013-07-14,37310.01165283563,28396.96486687013,33966.347537853755
2013-07-15,44914.480721246495,30667.030172894996,39966.738072196
2013-07-16,45020.655218429776,31461.666574620263,40222.4315435577
2013-07-17,44405.50384106674,31507.87946202017,39691.80617520048
2013-07-18,43596.40820637954,30725.552484721975,38973.550231811154
2013-07-19,44617.21314745267,30667.030172894996,39476.286156129994
2013-07-20,37423.391778200596,28221.56013798429,34252.43913436117
2013-07-21,39312.819889757455,28747.628110246245,34814.463282633784
2013-07-22,45612.29806250504,31919.833952339373,40750.76802835927
2013-07-23,45715.5391333772,32386.356112005364,40839.61545332583
2013-07-24,45020.655218429776,32632.405239950927,40712.23415728504
2013-07-25,45432.83816874206,32386.356112005364,40972.73318940949
2013-07-26,45808.79650255183,32852.277421889565,41257.119046493586
2013-07-27,40855.73816061237,30710.622624174302,36277.261776216044
2013-07-28,40512.98877139649,31146.736758761548,36305.30562113308
2013-07-29,43857.3369336743,33765.21497723071,39958.03070032647
2013-07-30,44753.26564253076,30638.239644567253,39635.56951041259
2013-07-31,45020.655218429776,30787.727871838273,40007.21490031969
2013-08-01,44239.09358210839,31061.909563331516,39687.48913805627
2013-08-02,45082.71866014947,31686.558022606827,40139.96443504784
2013-08-03,38596.026661473814,30304.18315808801,35521.212457705056
2013-08-04,39117.82471646513,30246.32338024096,35729.39672158946
2013-08-05,45378.23623039631,33215.05589869863,41000.68612628761
2013-08-06,45378.23623039631,33215.05589869863,40851.169627092444
2013-08-07,43794.76631076997,33642.53196094758,40169.04910561667
2013-08-08,42788.11218166812,32560.488318729764,39135.452594339404
2013-08-09,43733.28315743271,30592.620753149346,38949.87368523681
2013-08-10,36516.28680648274,28122.22573299378,33751.000386844695
2013-08-11,36613.2497967451,28122.22573299378,33858.778958754374
2013-08-12,43733.28315743271,30592.620753149346,39288.40960583867
2013-08-13,44000.672733331725,31061.909563331516,39596.44678370621
2013-08-14,41986.33640515915,32029.36909602084,38320.26317010349
2013-08-15,43265.00870961981,30365.19568383954,38445.99060617772
2013-08-16,43385.52135596868,30373.64413438358,38515.48080631407
2013-08-17,36494.76359053482,28122.22573299378,33550.01956173372
2013-08-18,37493.216005885166,28122.22573299378,34036.78375274478
2013-08-19,43597.230662354625,31159.158128585223,38914.284663473365
2013-08-20,43385.52135596868,30505.307912994624,38468.178259938846
2013-08-21,43385.52135596868,30152.186440092988,38367.30251152837
2013-08-22,43385.52135596868,30152.186440092988,38493.593006293864
2013-08-23,43385.52135596868,30505.307912994624,38556.52126427902
2013-08-24,36284.84997969448,28122.22573299378,33137.553511413345
2013-08-25,34909.69673555687,27845.720603370926,32548.33834033953
2013-08-26,41881.30420794126,30121.744146015277,37563.07278911875
2013-08-27,41577.73570753834,29874.934246292763,37412.66320173397
2013-08-28,42788.11218166812,29874.934246292763,37945.09664055308
2013-08-29,42210.19064477714,30254.68501598763,37818.721805973466
2013-08-30,42788.11218166812,30318.564714652297,37888.58782279843
2013-08-31,36221.625961209946,27734.60451653736,32926.3769927696
2013-09-01,35372.760010927654,28213.335578233466,32863.385432328025
2013-09-02,41933.7083611536,30599.476837541628,37948.55533446496
2013-09-03,42614.167312138045,30109.3890295896,38081.74217969653
2013-09-04,42614.167312138045,30471.78826281015,38207.075427091026
2013-09-05,42402.45343655224,30507.272668935097,38235.41103445755
2013-09-06,42614.167312138045,30599.476837541628,38251.56515499314
2013-09-07,35915.050927298114,28320.942519573346,33028.49765775903
2013-09-08,35372.760010927654,28475.79727208178,33039.63117956339
2013-09-09,41957.92968961977,30498.824218391055,37901.176920333695
2013-09-10,41263.50726385837,30255.37268056679,37522.27478432145
2013-09-11,41263.50726385837,29942.668065040667,37361.5541311074
2013-09-12,40965.13851289792,29942.668065040667,37301.626599939664
2013-09-13,41263.50726385837,29942.668065040667,37302.88674718481
2013-09-14,34517.57257263688,27804.31679882532,32208.498103560516
2013-09-15,34485.80977979918,27804.31679882532,32251.74986387514
2013-09-16,40882.5685021995,29942.668065040667,37265.513452875435
2013-09-17,40969.08630157831,29942.668065040667,37288.335368692344
2013-09-18,40889.43600959144,29942.668065040667,37258.89572840926
2013-09-19,41582.84407298357,29942.668065040667,37393.24733883887
2013-09-20,41263.50726385837,29942.668065040667,37292.3989104359
2013-09-21,34517.57257263688,27804.31679882532,32227.4380081367
2013-09-22,34494.25823034322,27905.264131366963,32280.638915574902
2013-09-23,41263.50726385837,29942.668065040667,37356.46347131163
2013-09-24,41528.53456342896,29942.668065040667,37404.81617212171
2013-09-25,40969.08630157831,29942.668065040667,37339.81463969936
2013-09-26,41263.50726385837,29942.668065040667,37459.0613321116
2013-09-27,41263.50726385837,30207.04882283084,37531.716559877066
2013-09-28,34517.57257263688,28312.494069029304,32455.984720820863
2013-09-29,34485.80977979918,28052.675657300904,32332.219756087175
2013-09-30,40837.735513157786,29942.668065040667,37215.85938682978
2013-10-01,40632.45964017694,29883.931000820197,37104.19109315461
2013-10-02,40632.45964017694,29883.931000820197,37109.295270166636
2013-10-03,40813.610137888696,29883.931000820197,37114.32948130578
2013-10-04,40820.96654966583,29883.931000820197,37069.03747806131
2013-10-05,34935.46016897633,27919.398951138726,32256.000076471373
2013-10-06,34341.73148516425,27919.398951138726,32083.724297574063
2013-10-07,40632.45964017694,29883.931000820197,37094.54732088845
2013-10-08,40813.610137888696,29883.931000820197,37107.930316899656
2013-10-09,40699.964998931755,29883.931000820197,37112.92978308153
2013-10-10,40813.610137888696,29883.931000820197,37087.278485442
2013-10-11,41228.02742693329,29883.931000820197,37145.25020868566
2013-10-12,35015.92606313848,27919.398951138726,32280.25072396999
2013-10-13,34935.46016897633,27919.398951138726,32292.248681273162
2013-10-14,40823.963944775016,29883.931000820197,37134.34590840769
2013-10-15,40865.2101119254,29883.931000820197,37146.01164680426
2013-10-16,40643.0693222555,29883.931000820197,37142.84366823357
2013-10-17,40813.610137888696,29883.931000820197,37175.02282940865
2013-10-18,41228.02742693329,29883.931000820197,37128.40642454597
2013-10-19,34607.24083532024,27919.398951138726,32063.82790716019
2013-10-20,34382.05924314246,27965.838013931785,32105.042946636517
2013-10-21,40699.964998931755,29883.931000820197,37107.69652617341
2013-10-22,40632.45964017694,29883.931000820197,37099.849877327804
2013-10-23,40632.45964017694,29883.931000820197,37099.849877327804
2013-10-24,40632.45964017694,29883.931000820197,37098.841036075035
2013-10-25,40632.45964017694,29883.931000820197,37032.79011075115
2013-10-26,34341.73148516425,27965.838013931785,32020.77119456466
2013-10-27,34341.73148516425,27965.838013931785,31978.094296707623
2013-10-28,40632.45964017694,29883.931000820197,37102.88420680253
2013-10-29,40632.45964017694,29883.931000820197,37094.09021051897
2013-10-30,40632.45964017694,29883.931000820197,37095.99404379461
2013-10-31,41027.43498381055,29883.931000820197,37210.13313229493
2013-11-01,42403.68712051486,30867.985867406736,38666.82260566227
2013-11-02,36295.1078333837,29303.93504719207,33708.204880174584
2013-11-03,36337.84812888882,29303.93504719207,33691.619446210396
2013-11-04,42907.95315563735,30867.985867406736,38968.65966489266
2013-11-05,42907.95315563735,30867.985867406736,38919.82938750538
2013-11-06,42537.875382049424,30867.985867406736,38718.199545630734
2013-11-07,42321.592306602055,30867.985867406736,38704.390090965775
2013-11-08,42295.64838978807,30867.985867406736,38667.82164217368
2013-11-09,36585.48733838621,29303.93504719207,33715.14197267275
2013-11-10,37609.14802937283,29303.93504719207,34177.576221529256
2013-11-11,43724.57883169642,30867.985867406736,39172.78267163344
2013-11-12,43838.40216944796,30922.16287016536,39148.222270460865
2013-11-13,43053.77916921932,30922.16287016536,38983.25692576708
2013-11-14,43620.592981246824,30867.985867406736,39094.77091375525
2013-11-15,44088.13178788201,30882.369708570957,39584.206087660394
2013-11-16,37939.20875057313,29303.93504719207,34288.08346248127
2013-11-17,37937.54327722359,29266.69378372035,34337.728294935536
2013-11-18,43620.592981246824,30867.985867406736,39434.378216533
2013-11-19,43656.013418573704,30867.985867406736,39431.92607927395
2013-11-20,44383.89152572152,30867.985867406736,39593.12040620699
2013-11-21,45970.632992448736,30922.16287016536,40337.974899482135
2013-11-22,46249.20796960888,31372.404970724583,40640.29972079774
2013-11-23,41337.14448882742,30093.764650662964,36054.70395186711
2013-11-24,41250.6038434493,29905.65754616196,35731.42059155314
2013-11-25,45970.632992448736,31372.404970724583,40312.734258680175
2013-11-26,46791.338963984184,31846.14418157192,41150.85554510466
2013-11-27,46920.88948765925,32618.852993161512,41399.76918059678
2013-11-28,46791.338963984184,33093.64540457694,41424.22191999761
2013-11-29,46634.33211834095,31940.96878629906,40988.57898414609
2013-11-30,41819.391549817,30077.36122315993,36449.37877541816
2013-12-01,44106.18469653507,29831.533701407658,37634.023990910835
2013-12-02,47639.25452069527,31004.675765865504,41108.47535966364
2013-12-03,48240.643468075265,30977.763178680863,41552.170463162875
2013-12-04,48240.643468075265,31107.263441157455,41629.26333591056
2013-12-05,47751.02171850911,31013.926110985252,41446.13047180052
2013-12-06,46190.71764218093,30977.763178680863,40777.73725458386
2013-12-07,43623.942204745355,29847.93712891069,37251.81784744036
2013-12-08,44106.18469653507,30039.60135550392,37706.26627723881
2013-12-09,47751.02171850911,31058.92130662205,41613.36537614222
2013-12-10,47639.25452069527,31058.92130662205,41535.5450486999
2013-12-11,48193.562432701656,31019.58963421367,41717.00215876071
2013-12-12,48397.344177327774,31170.274991848422,41962.603409928175
2013-12-13,48397.344177327774,31428.192616434408,41865.94217724001
2013-12-14,43623.942204745355,30107.5636342449,37644.43386568712
2013-12-15,43623.942204745355,29858.325204795965,37640.16194939154
2013-12-16,48091.68298338826,31333.368011707265,41676.744176272055
2013-12-17,48193.562432701656,31333.368011707265,41598.47159323512
2013-12-18,48091.68298338826,31428.192616434408,41744.59212982483
2013-12-19,47751.02171850911,31019.58963421367,41849.907046284156
2013-12-20,47639.25452069527,30896.728419135936,41658.4688998924
2013-12-21,42493.79174178501,29765.56816300618,37190.58571452049
2013-12-22,41965.39119299372,29659.830024409683,37106.15994233663
2013-12-23,46900.944930263504,30892.408240666824,41269.31043325755
2013-12-24,46678.97320098848,30939.14430145088,41282.09296025363
2013-12-25,45831.596809861054,30982.042234351225,40838.266777833356
2013-12-26,46781.13137149344,30934.876668780176,41053.68722642353
2013-12-27,47024.523509719496,30867.337041026396,41199.13989830015
2013-12-28,41965.39119299372,29844.807227005513,37187.70016961624
2013-12-29,43623.942204745355,29741.700947529276,37185.77863069112
2013-12-30,47639.25452069527,30977.763178680863,41396.74218088015
2013-12-31,48240.643468075265,31013.825588588297,41725.14799500559
