bus_id,voltage,dc,symbol,under_construction,x,y,country,geometry
39,220.0,f,Substation,f,13.0565,48.2701,DE,POINT (13.0565 48.2701)
40,380.0,f,Substation,f,13.0575,48.2711,DE,POINT (13.0575 48.2711)
41,380.0,f,Substation,f,16.2763,47.2514,AT,POINT (16.2763 47.2514)
42,220.0,f,Substation,f,16.8421,47.9646,AT,POINT (16.8421 47.9646)
43,220.0,f,Substation,f,16.0628,47.7055,AT,POINT (16.0628 47.7055)
44,220.0,f,Substation,f,9.7095,47.425,AT,POINT (9.7095 47.425)
45,380.0,f,Substation,f,15.4592,46.9075,AT,POINT (15.4592 46.9075)
46,380.0,f,Substation,f,15.7261,47.0909,AT,POINT (15.7261 47.0909)
47,220.0,f,Substation,f,13.3338,46.8783,AT,POINT (13.3338 46.8783)
48,220.0,f,Substation,f,14.686,46.661,AT,POINT (14.686 46.661)
49,380.0,f,Substation,f,14.687,46.662,AT,POINT (14.687 46.662)
50,220.0,f,Substation,f,11.8389,47.3928,AT,POINT (11.8389 47.3928)
51,220.0,f,Substation,f,14.0271,46.5674,AT,POINT (14.0271 46.5674)
52,220.0,f,Substation,f,14.1725,46.5379,AT,POINT (14.1725 46.5379)
53,220.0,f,Substation,f,15.0201,47.3965,AT,POINT (15.0201 47.3965)
54,220.0,f,Substation,f,14.7258,47.181,AT,POINT (14.7258 47.181)
55,220.0,f,Substation,f,14.2082,47.5744,AT,POINT (14.2082 47.5744)
56,220.0,f,Substation,f,14.3296,47.6783,AT,POINT (14.3296 47.6783)
57,220.0,f,Substation,f,14.0194,48.3851,AT,POINT (14.0194 48.3851)
58,220.0,f,Substation,f,13.8997,48.1048,AT,POINT (13.8997 48.1048)
59,220.0,f,Substation,f,10.9663,47.2695,AT,POINT (10.9663 47.2695)
60,220.0,f,Substation,f,14.6995,48.1555,AT,POINT (14.6995 48.1555)
61,220.0,f,Substation,f,16.8003,48.6058,AT,POINT (16.8003 48.6058)
62,380.0,f,Substation,f,16.8013,48.6068,AT,POINT (16.8013 48.6068)
63,220.0,f,Substation,f,10.6654,47.0694,AT,POINT (10.6654 47.0694)
64,220.0,f,Substation,f,9.8104,47.1451,AT,POINT (9.8104 47.1451)
65,380.0,f,Substation,f,9.8114,47.1461,AT,POINT (9.8114 47.1461)
66,220.0,f,Substation,f,13.0664,47.8875,AT,POINT (13.0664 47.8875)
67,380.0,f,Substation,f,13.0674,47.8885,AT,POINT (13.0674 47.8885)
68,380.0,f,Substation,f,16.6927,48.038,AT,POINT (16.6927 48.038)
69,220.0,f,Substation,f,9.8739,47.0794,AT,POINT (9.8739 47.0794)
70,220.0,f,Substation,f,11.8978,47.2338,AT,POINT (11.8978 47.2338)
71,380.0,f,Substation,f,11.8988,47.2348,AT,POINT (11.8988 47.2348)
72,220.0,f,Substation,f,11.3922,47.2367,AT,POINT (11.3922 47.2367)
73,220.0,f,Substation,f,14.1637,47.8213,AT,POINT (14.1637 47.8213)
74,220.0,f,Substation,f,12.8057,46.825,AT,POINT (12.8057 46.825)
75,380.0,f,Substation,f,12.8067,46.826,AT,POINT (12.8067 46.826)
76,220.0,f,Substation,f,16.9952,47.937,AT,POINT (16.9952 47.937)
77,380.0,f,Substation,f,16.9962,47.938,AT,POINT (16.9962 47.938)
78,220.0,f,Substation,f,13.68,46.5435,AT,POINT (13.68 46.5435)
79,220.0,f,Substation,f,13.4438,48.4347,AT,POINT (13.4438 48.4347)
80,220.0,f,Substation,f,10.0498,46.967,AT,POINT (10.0498 46.967)
81,380.0,f,Substation,f,12.5835,47.2784,AT,POINT (12.5835 47.2784)
82,220.0,f,Substation,f,11.7873,47.0934,AT,POINT (11.7873 47.0934)
83,220.0,f,Substation,f,13.828,46.5531,AT,POINT (13.828 46.5531)
84,220.0,f,Substation,f,10.8725,47.2448,AT,POINT (10.8725 47.2448)
85,380.0,f,Substation,f,10.8735,47.2458,AT,POINT (10.8735 47.2458)
86,220.0,f,Substation,f,11.0058,47.2078,AT,POINT (11.0058 47.2078)
87,220.0,f,Substation,f,9.681,47.2006,AT,POINT (9.681 47.2006)
88,220.0,f,Substation,f,10.4912,46.8615,AT,POINT (10.4912 46.8615)
89,380.0,f,Substation,f,10.4922,46.8625,AT,POINT (10.4922 46.8625)
91,220.0,f,Substation,f,13.7018,48.1739,AT,POINT (13.7018 48.1739)
92,220.0,f,Substation,f,16.6993,44.9321,BA,POINT (16.6993 44.9321)
93,220.0,f,Substation,f,17.7875,43.292,BA,POINT (17.7875 43.292)
94,400.0,f,Substation,f,17.7885,43.293,BA,POINT (17.7885 43.293)
95,400.0,f,Substation,f,18.3154,43.883,BA,POINT (18.3154 43.883)
96,400.0,f,Substation,f,18.9662,44.6857,BA,POINT (18.9662 44.6857)
97,220.0,f,Substation,f,18.3337,42.6774,BA,POINT (18.3337 42.6774)
98,400.0,f,Substation,f,18.3347,42.6784,BA,POINT (18.3347 42.6784)
99,220.0,f,Substation,f,17.2645,44.3286,BA,POINT (17.2645 44.3286)
100,220.0,f,Substation,f,18.4359,44.905,BA,POINT (18.4359 44.905)
101,220.0,f,Substation,f,18.6054,44.4942,BA,POINT (18.6054 44.4942)
102,400.0,f,Substation,f,18.6064,44.4952,BA,POINT (18.6064 44.4952)
103,380.0,f,Substation,f,4.5078,51.1169,BE,POINT (4.5078 51.1169)
104,380.0,f,Substation,f,4.266,51.3228,BE,POINT (4.266 51.3228)
105,220.0,f,Substation,f,5.6831,50.7509,BE,POINT (5.6831 50.7509)
106,380.0,f,Substation,f,5.6841,50.7519,BE,POINT (5.6841 50.7519)
107,380.0,f,Substation,f,4.2665,51.144,BE,POINT (4.2665 51.144)
108,380.0,f,Substation,f,4.2306,50.8812,BE,POINT (4.2306 50.8812)
109,380.0,f,Substation,f,4.3024,50.7998,BE,POINT (4.3024 50.7998)
110,380.0,f,Substation,f,4.4203,50.944,BE,POINT (4.4203 50.944)
111,220.0,f,Substation,f,5.4146,50.5838,BE,POINT (5.4146 50.5838)
112,380.0,f,Substation,f,4.6286,51.1956,BE,POINT (4.6286 51.1956)
113,220.0,f,Substation,f,5.7571,49.6928,BE,POINT (5.7571 49.6928)
114,380.0,f,Substation,f,3.4689,50.7824,BE,POINT (3.4689 50.7824)
115,400.0,f,Substation,f,3.4699,50.7834,BE,POINT (3.4699 50.7834)
116,380.0,f,Substation,f,4.3421,50.4902,BE,POINT (4.3421 50.4902)
117,380.0,f,Substation,f,3.7756,51.1346,BE,POINT (3.7756 51.1346)
118,380.0,f,Substation,f,5.2755,50.5291,BE,POINT (5.2755 50.5291)
119,380.0,f,Substation,f,3.5368,51.2062,BE,POINT (3.5368 51.2062)
120,380.0,f,Substation,f,5.0633,51.1073,BE,POINT (5.0633 51.1073)
121,380.0,f,Substation,f,5.0544,50.2602,BE,POINT (5.0544 50.2602)
122,220.0,f,Substation,f,5.8472,50.3773,BE,POINT (5.8472 50.3773)
123,380.0,f,Substation,f,5.8482,50.3783,BE,POINT (5.8482 50.3783)
124,380.0,f,Substation,f,4.9104,50.4993,BE,POINT (4.9104 50.4993)
125,220.0,f,Substation,f,5.5502,50.6116,BE,POINT (5.5502 50.6116)
126,220.0,f,Substation,f,5.6686,49.9839,BE,POINT (5.6686 49.9839)
127,380.0,f,Substation,f,5.6696,49.9849,BE,POINT (5.6696 49.9849)
128,220.0,f,Substation,f,5.548,50.2102,BE,POINT (5.548 50.2102)
129,380.0,f,Substation,f,3.226,50.8978,BE,POINT (3.226 50.8978)
130,380.0,f,Substation,f,4.5461,50.4654,BE,POINT (4.5461 50.4654)
131,220.0,f,Substation,f,4.3712,50.3935,BE,POINT (4.3712 50.3935)
132,220.0,f,Substation,f,5.7969,50.15,BE,POINT (5.7969 50.15)
133,380.0,f,Substation,f,5.7979,50.151,BE,POINT (5.7979 50.151)
134,220.0,f,Substation,f,5.7812,49.5577,BE,POINT (5.7812 49.5577)
135,225.0,f,Substation,f,5.7822,49.5587,BE,POINT (5.7822 49.5587)
136,380.0,f,Substation,f,5.7832,49.5597,BE,POINT (5.7832 49.5597)
137,220.0,f,Substation,f,5.5114,49.5505,BE,POINT (5.5114 49.5505)
138,380.0,f,Substation,f,5.7881,51.1208,BE,POINT (5.7881 51.1208)
139,220.0,f,Substation,f,5.5857,49.5482,BE,POINT (5.5857 49.5482)
140,220.0,f,Substation,f,3.1784,51.3262,BE,POINT (3.1784 51.3262)
141,380.0,f,Substation,f,3.1794,51.3272,BE,POINT (3.1794 51.3272)
142,380.0,f,Substation,f,3.2045,51.2644,BE,POINT (3.2045 51.2644)
143,380.0,f,Substation,f,5.5098,50.9287,BE,POINT (5.5098 50.9287)
144,380.0,f,Substation,f,3.3157,51.2268,BE,POINT (3.3157 51.2268)
145,380.0,f,Substation,f,3.6047,51.1148,BE,POINT (3.6047 51.1148)
146,400.0,f,Substation,f,23.174,42.844,BG,POINT (23.174 42.844)
147,220.0,f,Substation,f,23.6196,42.7213,BG,POINT (23.6196 42.7213)
148,400.0,f,Substation,f,23.6206,42.7223,BG,POINT (23.6206 42.7223)
149,220.0,f,Substation,f,23.5243,42.7549,BG,POINT (23.5243 42.7549)
150,400.0,f,Substation,f,23.5253,42.7559,BG,POINT (23.5253 42.7559)
151,220.0,f,Substation,f,23.4711,42.6491,BG,POINT (23.4711 42.6491)
152,220.0,f,Substation,f,23.3308,42.6319,BG,POINT (23.3308 42.6319)
153,220.0,f,Substation,f,24.7763,42.1104,BG,POINT (24.7763 42.1104)
154,400.0,f,Substation,f,24.7773,42.1114,BG,POINT (24.7773 42.1114)
155,220.0,f,Substation,f,25.5613,43.0857,BG,POINT (25.5613 43.0857)
156,400.0,f,Substation,f,25.5623,43.0867,BG,POINT (25.5623 43.0867)
157,220.0,f,Substation,f,27.5509,43.3475,BG,POINT (27.5509 43.3475)
158,400.0,f,Substation,f,27.5519,43.3485,BG,POINT (27.5519 43.3485)
159,400.0,f,Substation,f,24.1509,42.7041,BG,POINT (24.1509 42.7041)
160,220.0,f,Substation,f,23.7902,43.7464,BG,POINT (23.7902 43.7464)
161,400.0,f,Substation,f,23.7912,43.7474,BG,POINT (23.7912 43.7474)
162,220.0,f,Substation,f,26.0039,42.1414,BG,POINT (26.0039 42.1414)
163,400.0,f,Substation,f,26.0049,42.1424,BG,POINT (26.0049 42.1424)
164,400.0,f,Substation,f,23.0045,42.5539,BG,POINT (23.0045 42.5539)
165,220.0,f,Substation,f,26.9762,42.6583,BG,POINT (26.9762 42.6583)
166,220.0,f,Substation,f,24.1666,43.2652,BG,POINT (24.1666 43.2652)
167,400.0,f,Substation,f,24.1676,43.2662,BG,POINT (24.1676 43.2662)
168,220.0,f,Substation,f,26.0277,43.7896,BG,POINT (26.0277 43.7896)
169,220.0,f,Substation,f,23.0293,42.2863,BG,POINT (23.0293 42.2863)
170,220.0,f,Substation,f,23.3593,43.4508,BG,POINT (23.3593 43.4508)
171,400.0,f,Substation,f,23.3603,43.4518,BG,POINT (23.3603 43.4518)
172,400.0,f,Substation,f,23.1024,41.9646,BG,POINT (23.1024 41.9646)
173,220.0,f,Substation,f,23.8911,42.2064,BG,POINT (23.8911 42.2064)
174,400.0,f,Substation,f,23.8921,42.2074,BG,POINT (23.8921 42.2074)
176,220.0,f,Substation,f,25.8789,42.1335,BG,POINT (25.8789 42.1335)
177,400.0,f,Substation,f,25.8799,42.1345,BG,POINT (25.8799 42.1345)
178,220.0,f,Substation,f,27.0238,43.2838,BG,POINT (27.0238 43.2838)
179,220.0,f,Substation,f,27.7626,43.1978,BG,POINT (27.7626 43.1978)
180,220.0,f,Substation,f,25.322,42.85,BG,POINT (25.322 42.85)
183,220.0,f,Substation,f,24.5819,43.4215,BG,POINT (24.5819 43.4215)
185,220.0,f,Substation,f,8.6252,47.3783,CH,POINT (8.6252 47.3783)
186,220.0,f,Substation,f,8.6748,47.4664,CH,POINT (8.6748 47.4664)
187,380.0,f,Substation,f,8.6758,47.4674,CH,POINT (8.6758 47.4674)
188,220.0,f,Substation,f,7.5144,46.7776,CH,POINT (7.5144 46.7776)
189,220.0,f,Substation,f,9.0928,47.5579,CH,POINT (9.0928 47.5579)
190,220.0,f,Substation,f,8.474,47.5723,CH,POINT (8.474 47.5723)
191,220.0,f,Substation,f,7.5771,47.5036,CH,POINT (7.5771 47.5036)
192,220.0,f,Substation,f,7.8467,47.4779,CH,POINT (7.8467 47.4779)
193,380.0,f,Substation,f,7.8477,47.4789,CH,POINT (7.8477 47.4789)
194,220.0,f,Substation,f,8.4514,47.4526,CH,POINT (8.4514 47.4526)
195,220.0,f,Substation,f,8.2849,47.3782,CH,POINT (8.2849 47.3782)
196,220.0,f,Substation,f,8.3365,47.1154,CH,POINT (8.3365 47.1154)
197,380.0,f,Substation,f,8.3375,47.1164,CH,POINT (8.3375 47.1164)
198,220.0,f,Substation,f,8.9208,46.0286,CH,POINT (8.9208 46.0286)
199,220.0,f,Substation,f,8.2108,47.5748,CH,POINT (8.2108 47.5748)
200,380.0,f,Substation,f,8.2118,47.5758,CH,POINT (8.2118 47.5758)
201,220.0,f,Substation,f,9.3902,46.7981,CH,POINT (9.3902 46.7981)
202,380.0,f,Substation,f,9.3912,46.7991,CH,POINT (9.3912 46.7991)
203,220.0,f,Substation,f,7.6552,46.6808,CH,POINT (7.6552 46.6808)
204,220.0,f,Substation,f,7.972,47.3511,CH,POINT (7.972 47.3511)
205,380.0,f,Substation,f,7.973,47.3521,CH,POINT (7.973 47.3521)
206,220.0,f,Substation,f,6.6011,46.5551,CH,POINT (6.6011 46.5551)
207,380.0,f,Substation,f,6.6021,46.5561,CH,POINT (6.6021 46.5561)
208,220.0,f,Substation,f,8.0444,47.5537,CH,POINT (8.0444 47.5537)
209,380.0,f,Substation,f,8.0454,47.5547,CH,POINT (8.0454 47.5547)
210,220.0,f,Substation,f,8.6955,47.5338,CH,POINT (8.6955 47.5338)
211,220.0,f,Substation,f,8.6854,47.1865,CH,POINT (8.6854 47.1865)
212,380.0,f,Substation,f,8.6864,47.1875,CH,POINT (8.6864 47.1875)
213,220.0,f,Substation,f,6.466,46.5442,CH,POINT (6.466 46.5442)
214,380.0,f,Substation,f,6.467,46.5452,CH,POINT (6.467 46.5452)
215,220.0,f,Substation,f,6.9735,46.265,CH,POINT (6.9735 46.265)
216,225.0,f,Substation,f,6.9745,46.266,CH,POINT (6.9745 46.266)
217,380.0,f,Substation,f,6.9755,46.267,CH,POINT (6.9755 46.267)
218,220.0,f,Substation,f,8.7749,47.6573,CH,POINT (8.7749 47.6573)
219,220.0,f,Substation,f,8.1089,47.4048,CH,POINT (8.1089 47.4048)
220,220.0,f,Substation,f,8.3717,47.4237,CH,POINT (8.3717 47.4237)
221,220.0,f,Substation,f,9.3035,47.397,CH,POINT (9.3035 47.397)
222,220.0,f,Substation,f,9.4323,47.4816,CH,POINT (9.4323 47.4816)
223,220.0,f,Substation,f,8.2482,47.0629,CH,POINT (8.2482 47.0629)
224,220.0,f,Substation,f,8.7686,46.676,CH,POINT (8.7686 46.676)
225,225.0,f,Substation,f,8.7696,46.677,CH,POINT (8.7696 46.677)
226,220.0,f,Substation,f,8.4329,47.271,CH,POINT (8.4329 47.271)
227,220.0,f,Substation,f,7.67,47.5172,CH,POINT (7.67 47.5172)
228,380.0,f,Substation,f,7.671,47.5182,CH,POINT (7.671 47.5182)
229,220.0,f,Substation,f,7.1259,46.7664,CH,POINT (7.1259 46.7664)
230,220.0,f,Substation,f,7.2591,47.338,CH,POINT (7.2591 47.338)
231,380.0,f,Substation,f,7.2601,47.339,CH,POINT (7.2601 47.339)
232,220.0,f,Substation,f,8.5776,46.6479,CH,POINT (8.5776 46.6479)
233,220.0,f,Substation,f,6.1965,46.3667,CH,POINT (6.1965 46.3667)
234,220.0,f,Substation,f,8.6659,46.7752,CH,POINT (8.6659 46.7752)
235,380.0,f,Substation,f,8.6669,46.7762,CH,POINT (8.6669 46.7762)
236,220.0,f,Substation,f,8.1236,47.1877,CH,POINT (8.1236 47.1877)
237,380.0,f,Substation,f,8.1246,47.1887,CH,POINT (8.1246 47.1887)
238,220.0,f,Substation,f,7.6183,47.2306,CH,POINT (7.6183 47.2306)
239,222.0,f,Substation,f,7.6193,47.2316,CH,POINT (7.6193 47.2316)
240,220.0,f,Substation,f,8.5628,47.4189,CH,POINT (8.5628 47.4189)
241,220.0,f,Substation,f,8.1733,46.822,CH,POINT (8.1733 46.822)
242,220.0,f,Substation,f,7.1782,46.9641,CH,POINT (7.1782 46.9641)
243,220.0,f,Substation,f,7.5756,47.1752,CH,POINT (7.5756 47.1752)
244,220.0,f,Substation,f,8.2144,47.4257,CH,POINT (8.2144 47.4257)
245,380.0,f,Substation,f,8.2154,47.4267,CH,POINT (8.2154 47.4267)
246,220.0,f,Substation,f,6.0445,46.2252,CH,POINT (6.0445 46.2252)
247,225.0,f,Substation,f,6.0455,46.2262,CH,POINT (6.0455 46.2262)
248,380.0,f,Substation,f,6.0465,46.2272,CH,POINT (6.0465 46.2272)
249,400.0,f,Substation,f,6.0475,46.2282,CH,POINT (6.0475 46.2282)
250,220.0,f,Substation,f,8.9813,47.2039,CH,POINT (8.9813 47.2039)
251,380.0,f,Substation,f,8.9823,47.2049,CH,POINT (8.9823 47.2049)
252,220.0,f,Substation,f,7.1122,46.6113,CH,POINT (7.1122 46.6113)
253,380.0,f,Substation,f,10.0615,46.3492,CH,POINT (10.0615 46.3492)
254,220.0,f,Substation,f,9.4667,46.7044,CH,POINT (9.4667 46.7044)
255,380.0,f,Substation,f,9.4677,46.7054,CH,POINT (9.4677 46.7054)
256,380.0,f,Substation,f,9.6894,46.6692,CH,POINT (9.6894 46.6692)
257,220.0,f,Substation,f,7.8588,46.6704,CH,POINT (7.8588 46.6704)
258,220.0,f,Substation,f,9.0438,46.752,CH,POINT (9.0438 46.752)
259,380.0,f,Substation,f,9.0448,46.753,CH,POINT (9.0448 46.753)
260,220.0,f,Substation,f,9.5404,46.9778,CH,POINT (9.5404 46.9778)
261,220.0,f,Substation,f,9.4339,46.5303,CH,POINT (9.4339 46.5303)
262,220.0,f,Substation,f,7.5586,46.287,CH,POINT (7.5586 46.287)
263,225.0,f,Substation,f,7.5596,46.288,CH,POINT (7.5596 46.288)
264,380.0,f,Substation,f,7.5606,46.289,CH,POINT (7.5606 46.289)
265,220.0,f,Substation,f,7.3907,46.2274,CH,POINT (7.3907 46.2274)
266,380.0,f,Substation,f,7.3917,46.2284,CH,POINT (7.3917 46.2284)
267,220.0,f,Substation,f,7.9566,46.0838,CH,POINT (7.9566 46.0838)
268,220.0,f,Substation,f,6.5613,46.7507,CH,POINT (6.5613 46.7507)
269,220.0,f,Substation,f,7.244,46.1791,CH,POINT (7.244 46.1791)
270,225.0,f,Substation,f,7.245,46.1801,CH,POINT (7.245 46.1801)
271,380.0,f,Substation,f,7.246,46.1811,CH,POINT (7.246 46.1811)
272,220.0,f,Substation,f,7.8748,46.2383,CH,POINT (7.8748 46.2383)
273,220.0,f,Substation,f,6.951,46.0608,CH,POINT (6.951 46.0608)
274,225.0,f,Substation,f,6.952,46.0618,CH,POINT (6.952 46.0618)
275,380.0,f,Substation,f,6.953,46.0628,CH,POINT (6.953 46.0628)
276,220.0,f,Substation,f,6.1274,46.2713,CH,POINT (6.1274 46.2713)
277,225.0,f,Substation,f,6.1284,46.2723,CH,POINT (6.1284 46.2723)
278,380.0,f,Substation,f,6.1294,46.2733,CH,POINT (6.1294 46.2733)
279,400.0,f,Substation,f,6.1304,46.2743,CH,POINT (6.1304 46.2743)
280,220.0,f,Substation,f,8.7481,47.3528,CH,POINT (8.7481 47.3528)
281,220.0,f,Substation,f,8.2348,46.7026,CH,POINT (8.2348 46.7026)
282,220.0,f,Substation,f,7.9682,47.1098,CH,POINT (7.9682 47.1098)
283,220.0,f,Substation,f,8.1091,46.1786,CH,POINT (8.1091 46.1786)
284,220.0,f,Substation,f,8.5027,47.1919,CH,POINT (8.5027 47.1919)
285,220.0,f,Substation,f,8.7481,46.1961,CH,POINT (8.7481 46.1961)
286,220.0,f,Substation,f,8.9718,46.3358,CH,POINT (8.9718 46.3358)
287,220.0,f,Substation,f,9.214,46.3406,CH,POINT (9.214 46.3406)
288,380.0,f,Substation,f,9.215,46.3416,CH,POINT (9.215 46.3416)
289,220.0,f,Substation,f,8.9316,47.4977,CH,POINT (8.9316 47.4977)
290,220.0,f,Substation,f,8.9125,46.1637,CH,POINT (8.9125 46.1637)
291,380.0,f,Substation,f,8.9135,46.1647,CH,POINT (8.9135 46.1647)
292,220.0,f,Substation,f,8.6239,46.4112,CH,POINT (8.6239 46.4112)
293,220.0,f,Substation,f,8.1341,46.3913,CH,POINT (8.1341 46.3913)
294,225.0,f,Substation,f,8.1351,46.3923,CH,POINT (8.1351 46.3923)
295,380.0,f,Substation,f,8.1361,46.3933,CH,POINT (8.1361 46.3933)
296,220.0,f,Substation,f,9.1926,46.7722,CH,POINT (9.1926 46.7722)
297,380.0,f,Substation,f,9.1936,46.7732,CH,POINT (9.1936 46.7732)
298,220.0,f,Substation,f,7.7529,47.5391,CH,POINT (7.7529 47.5391)
299,380.0,f,Substation,f,7.7539,47.5401,CH,POINT (7.7539 47.5401)
300,220.0,f,Substation,f,7.7923,47.154,CH,POINT (7.7923 47.154)
301,220.0,f,Substation,f,7.2735,46.4921,CH,POINT (7.2735 46.4921)
302,220.0,f,Substation,f,8.5825,46.5384,CH,POINT (8.5825 46.5384)
303,220.0,f,Substation,f,6.9346,46.3935,CH,POINT (6.9346 46.3935)
304,380.0,f,Substation,f,6.9356,46.3945,CH,POINT (6.9356 46.3945)
305,220.0,f,Substation,f,7.0608,46.1188,CH,POINT (7.0608 46.1188)
306,225.0,f,Substation,f,7.0618,46.1198,CH,POINT (7.0618 46.1198)
307,380.0,f,Substation,f,7.0628,46.1208,CH,POINT (7.0628 46.1208)
308,400.0,f,Substation,f,7.0638,46.1218,CH,POINT (7.0638 46.1218)
309,220.0,f,Substation,f,7.3036,46.0335,CH,POINT (7.3036 46.0335)
310,220.0,f,Substation,f,9.4214,46.5904,CH,POINT (9.4214 46.5904)
311,220.0,f,Substation,f,8.838,46.4408,CH,POINT (8.838 46.4408)
312,380.0,f,Substation,f,8.839,46.4418,CH,POINT (8.839 46.4418)
313,400.0,f,Substation,f,8.84,46.4428,CH,POINT (8.84 46.4428)
314,220.0,f,Substation,f,8.0267,46.3414,CH,POINT (8.0267 46.3414)
315,380.0,f,Substation,f,8.0277,46.3424,CH,POINT (8.0277 46.3424)
316,220.0,f,Substation,f,8.3097,46.6173,CH,POINT (8.3097 46.6173)
317,220.0,f,Substation,f,8.5231,46.4211,CH,POINT (8.5231 46.4211)
318,220.0,f,Substation,f,7.279,46.972,CH,POINT (7.279 46.972)
319,380.0,f,Substation,f,7.28,46.973,CH,POINT (7.28 46.973)
320,220.0,f,Substation,f,14.5302,50.0844,CZ,POINT (14.5302 50.0844)
321,400.0,f,Substation,f,16.457,49.3302,CZ,POINT (16.457 49.3302)
322,220.0,f,Substation,f,16.7011,49.1117,CZ,POINT (16.7011 49.1117)
323,400.0,f,Substation,f,16.7021,49.1127,CZ,POINT (16.7021 49.1127)
324,400.0,f,Substation,f,16.1365,49.0986,CZ,POINT (16.1365 49.0986)
325,220.0,f,Substation,f,13.3303,50.3571,CZ,POINT (13.3303 50.3571)
326,400.0,f,Substation,f,13.3313,50.3581,CZ,POINT (13.3313 50.3581)
327,400.0,f,Substation,f,15.8352,50.3359,CZ,POINT (15.8352 50.3359)
328,220.0,f,Substation,f,15.6492,50.0319,CZ,POINT (15.6492 50.0319)
329,220.0,f,Substation,f,13.6927,50.4086,CZ,POINT (13.6927 50.4086)
330,400.0,f,Substation,f,13.6937,50.4096,CZ,POINT (13.6937 50.4096)
331,400.0,f,Substation,f,15.5988,49.5742,CZ,POINT (15.5988 49.5742)
332,400.0,f,Substation,f,14.33,50.0141,CZ,POINT (14.33 50.0141)
333,220.0,f,Substation,f,14.7675,50.1429,CZ,POINT (14.7675 50.1429)
334,400.0,f,Substation,f,14.7685,50.1439,CZ,POINT (14.7685 50.1439)
335,400.0,f,Substation,f,14.3573,49.1601,CZ,POINT (14.3573 49.1601)
336,400.0,f,Substation,f,16.6682,49.8588,CZ,POINT (16.6682 49.8588)
337,220.0,f,Substation,f,15.1098,50.6565,CZ,POINT (15.1098 50.6565)
338,400.0,f,Substation,f,15.1108,50.6575,CZ,POINT (15.1108 50.6575)
339,400.0,f,Substation,f,13.4749,49.7786,CZ,POINT (13.4749 49.7786)
